"sim25001"
"t37"	0
"t15"	1
"t24"	0
"t97"	0
"t56"	1
"t62"	1
"t69"	1
"t10"	1
"t44"	0
"t78"	1
"t23"	0
"t47"	1
"t87"	0
"t86"	0
"t29"	0
"t75"	0
"t66"	0
"t4"	0
"t93"	1
"t13"	0
"t100"	0
"t51"	1
"t84"	1
"t11"	1
"t94"	0
"t55"	0
"t60"	0
"t28"	0
"t46"	1
"t80"	0
"t7"	0
"t31"	0
"t43"	0
"t82"	1
"t52"	0
"t64"	0
"t45"	0
"t25"	0
"t42"	0
"t39"	1
"t81"	1
"t33"	1
"t12"	0
"t91"	0
"t61"	0
"t67"	0
"t63"	0
"t1"	1
"t85"	1
"t73"	0
"t71"	0
"t49"	1
"t59"	1
"t76"	1
"t8"	0
"t2"	1
"t70"	0
"t96"	1
"t65"	0
"t54"	1
"t30"	1
"t6"	1
"t22"	1
"t95"	0
"t48"	1
"t5"	1
"t36"	1
"t3"	1
"t68"	0
"t83"	0
"t21"	0
"t74"	0
"t20"	1
"t79"	0
"t34"	1
"t92"	1
"t16"	0
"t72"	0
"t26"	1
"t17"	0
"t53"	1
"t18"	1
"t9"	1
"t77"	1
"t50"	0
"t40"	0
"t99"	1
"t27"	1
"t58"	1
"t38"	1
"t98"	0
"t41"	1
"t57"	0
"t89"	1
"t88"	1
"t14"	1
"t35"	0
"t19"	1
"t32"	1
"t90"	0
