"sim47"
"t33"	1
"t94"	1
"t5"	1
"t98"	1
"t4"	1
"t11"	1
"t2"	0
"t10"	0
"t34"	0
"t99"	0
"t76"	0
"t6"	0
"t58"	0
"t73"	0
"t83"	0
"t97"	0
"t81"	0
"t87"	0
"t54"	0
"t82"	0
"t13"	0
"t12"	0
"t35"	0
"t8"	0
"t91"	0
"t62"	0
"t88"	0
"t86"	0
"t48"	0
"t74"	0
"t85"	0
"t55"	1
"t7"	1
"t39"	1
"t44"	0
"t71"	0
"t90"	0
"t20"	0
"t52"	0
"t57"	0
"t51"	0
"t59"	1
"t41"	0
"t75"	0
"t77"	0
"t25"	0
"t78"	1
"t21"	1
"t32"	1
"t16"	1
"t68"	1
"t69"	1
"t42"	1
"t19"	1
"t84"	1
"t49"	1
"t80"	1
"t93"	1
"t92"	1
"t60"	1
"t95"	0
"t24"	0
"t3"	0
"t50"	0
"t30"	0
"t22"	0
"t61"	0
"t23"	1
"t67"	0
"t79"	0
"t28"	0
"t56"	0
"t100"	0
"t66"	0
"t63"	0
"t53"	0
"t18"	0
"t43"	0
"t64"	0
"t9"	0
"t47"	0
"t31"	0
"t36"	0
"t26"	0
"t17"	1
"t45"	1
"t37"	1
"t89"	1
"t29"	1
"t14"	0
"t46"	0
"t65"	0
"t96"	1
"t38"	1
"t27"	1
"t15"	1
"t40"	1
"t1"	1
"t70"	1
"t72"	1
