"sim25003"
"t35"	1
"t36"	1
"t73"	0
"t100"	0
"t20"	1
"t22"	0
"t41"	0
"t86"	0
"t83"	1
"t18"	0
"t44"	1
"t39"	0
"t29"	1
"t99"	0
"t32"	1
"t51"	1
"t81"	0
"t85"	1
"t52"	1
"t98"	0
"t21"	0
"t80"	0
"t64"	1
"t71"	1
"t59"	1
"t30"	1
"t58"	1
"t15"	0
"t78"	0
"t6"	1
"t34"	0
"t79"	1
"t1"	0
"t17"	1
"t62"	1
"t45"	1
"t26"	0
"t40"	1
"t2"	1
"t94"	0
"t57"	0
"t8"	1
"t56"	1
"t25"	1
"t31"	0
"t96"	0
"t46"	0
"t55"	1
"t5"	1
"t10"	1
"t90"	1
"t53"	0
"t84"	1
"t88"	1
"t66"	0
"t68"	1
"t82"	1
"t60"	0
"t37"	0
"t93"	1
"t63"	1
"t13"	0
"t43"	0
"t4"	0
"t50"	1
"t65"	1
"t89"	1
"t76"	0
"t67"	1
"t19"	0
"t16"	0
"t48"	0
"t28"	1
"t75"	1
"t61"	0
"t74"	1
"t14"	1
"t77"	0
"t11"	0
"t33"	0
"t49"	1
"t38"	0
"t87"	1
"t54"	0
"t91"	0
"t27"	0
"t12"	0
"t3"	1
"t92"	1
"t72"	1
"t7"	1
"t69"	0
"t95"	1
"t23"	0
"t9"	0
"t47"	1
"t42"	1
"t70"	0
"t24"	1
"t97"	1
